car_name,brand,model,km_driven,seller_type,fuel_type,transmission_type,seats,selling_price,vehicle_age,mileage,seller_d,Transmission_Auto,Fuel_Petrol,Fuel_electric,Fuel_Diesel,Fuel_CNG,Fuel_LPG,engine,max_power,,,
Toyota Innova,Toyota,Innova,86032,Dealer,Diesel,Manual,7,1850000,4,13.68,1,0,0,0,1,0,0,2393,147.8,,,
Maruti Wagon R,Maruti,Wagon R,31200,Individual,Petrol,Automatic,5,500000,5,20.51,0,1,1,0,0,0,0,998,67,,,
Maruti Alto,Maruti,Alto,60000,Dealer,Petrol,Manual,5,275000,5,22.74,1,0,1,0,0,0,0,796,47.3,,,
Maruti Ertiga,Maruti,Ertiga,72000,Individual,Diesel,Manual,7,700000,6,24.52,0,0,0,0,1,0,0,1248,88.5,,,
Hyundai i20,Hyundai,i20,26830,Dealer,Diesel,Manual,5,785000,3,23,1,0,0,0,1,0,0,1396,90,,,
Honda City,Honda,City,50950,Dealer,Petrol,Manual,5,940000,4,17.8,1,0,1,0,0,0,0,1497,117.3,,,
Maruti Swift Dzire,Maruti,Swift Dzire,50000,Individual,Petrol,Automatic,5,730000,3,21.21,0,1,1,0,0,0,0,1197,81.8,,,
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,72000,Dealer,Diesel,Automatic,5,1275000,10,15.8,1,1,0,0,1,0,0,2143,170,,,
Ford Freestyle,Ford,Freestyle,13400,Individual,Petrol,Manual,5,721000,2,19,0,0,1,0,0,0,0,1194,94.68,,,
Hyundai Creta,Hyundai,Creta,71841,Dealer,Diesel,Manual,5,950000,4,21.38,1,0,0,0,1,0,0,1396,88.7,,,
Honda Amaze,Honda,Amaze,10000,Dealer,Diesel,Manual,5,750000,2,27.4,1,0,0,0,1,0,0,1498,98.63,,,
Mahindra Scorpio,Mahindra,Scorpio,70000,Individual,Diesel,Manual,8,400000,9,14,0,0,0,0,1,0,0,2523,75,,,
Maruti Celerio,Maruti,Celerio,54000,Dealer,Petrol,Automatic,5,450000,5,23.1,1,1,1,0,0,0,0,998,67.04,,,
Maruti Vitara,Maruti,Vitara,55000,Dealer,Diesel,Manual,5,825000,4,24.3,1,0,0,0,1,0,0,1248,88.5,,,
Toyota Innova,Toyota,Innova,134000,Individual,Diesel,Manual,8,1050000,5,12.99,0,0,0,0,1,0,0,2494,100.6,,,
Skoda Rapid,Skoda,Rapid,57000,Dealer,Diesel,Manual,5,474000,8,20.5,1,0,0,0,1,0,0,1598,103.5,,,
Maruti Swift Dzire,Maruti,Swift Dzire,80000,Dealer,Diesel,Manual,5,465000,9,19.3,1,0,0,0,1,0,0,1248,73.9,,,
Maruti Baleno,Maruti,Baleno,8700,Dealer,Petrol,Automatic,5,750000,2,21.4,1,1,1,0,0,0,0,1197,83.1,,,
Volkswagen Polo,Volkswagen,Polo,41000,Dealer,Diesel,Manual,5,525000,6,20.14,1,0,0,0,1,0,0,1498,88,,,
Ford Figo,Ford,Figo,66000,Dealer,Diesel,Manual,5,410000,6,25.83,1,0,0,0,1,0,0,1498,99,,,
Hyundai Verna,Hyundai,Verna,85000,Dealer,Diesel,Automatic,5,720000,5,19.08,1,1,0,0,1,0,0,1582,126.2,,,
Maruti Swift,Maruti,Swift,67000,Dealer,Petrol,Manual,5,470000,5,16.1,1,0,1,0,0,0,0,1197,85,,,
Maruti Baleno,Maruti,Baleno,49726,Dealer,Petrol,Manual,5,610000,5,21.01,1,0,1,0,0,0,0,1197,81.8,,,
Hyundai i20,Hyundai,i20,100000,Individual,Diesel,Manual,5,450000,7,22.54,0,0,0,0,1,0,0,1396,88.73,,,
Maruti Ignis,Maruti,Ignis,27726,Dealer,Petrol,Automatic,5,565000,4,20.89,1,1,1,0,0,0,0,1197,81.8,,,
Mahindra Bolero,Mahindra,Bolero,106000,Dealer,Diesel,Manual,7,540000,10,13.6,1,0,0,0,1,0,0,2523,63,,,
BMW 3,BMW,3,50000,Dealer,Diesel,Automatic,5,3300000,4,19.59,1,1,0,0,1,0,0,1995,184,,,
Hyundai Grand,Hyundai,Grand,11000,Dealer,Petrol,Manual,5,625000,2,18.9,1,0,1,0,0,0,0,1197,82,,,
Renault KWID,Renault,KWID,46260,Dealer,Petrol,Manual,5,365000,5,22.3,1,0,1,0,0,0,0,799,53.26,,,
Hyundai i10,Hyundai,i10,57723,Dealer,Petrol,Manual,5,350000,7,20.36,1,0,1,0,0,0,0,1197,78.9,,,
Maruti Swift,Maruti,Swift,83000,Dealer,Diesel,Manual,5,485000,8,22.9,1,0,0,0,1,0,0,1248,74,,,
Hyundai i20,Hyundai,i20,35000,Dealer,Diesel,Manual,5,500000,4,22.54,1,0,0,0,1,0,0,1396,88.73,,,
Hyundai i20,Hyundai,i20,104000,Individual,Diesel,Manual,5,750000,3,22.54,0,0,0,0,1,0,0,1396,88.73,,,
Ford Aspire,Ford,Aspire,80000,Individual,Diesel,Manual,5,549000,5,25.83,0,0,0,0,1,0,0,1498,99,,,
Audi A4,Audi,A4,30000,Dealer,Diesel,Automatic,5,2400000,5,18.25,1,1,0,0,1,0,0,1968,187.74,,,
Mahindra Bolero,Mahindra,Bolero,70000,Individual,Diesel,Manual,9,560000,7,15.96,0,0,0,0,1,0,0,2523,63,,,
Hyundai i10,Hyundai,i10,50000,Dealer,Petrol,Manual,5,300000,10,20.36,1,0,1,0,0,0,0,1197,78.9,,,
Hyundai i20,Hyundai,i20,32000,Individual,Petrol,Manual,5,585000,4,18.6,0,0,1,0,0,0,0,1197,81.83,,,
Hyundai i20,Hyundai,i20,33000,Dealer,Petrol,Manual,5,790000,3,18.6,1,0,1,0,0,0,0,1197,81.86,,,
Maruti Wagon R,Maruti,Wagon R,22000,Dealer,Petrol,Manual,5,411000,6,20.51,1,0,1,0,0,0,0,998,67.04,,,
Renault KWID,Renault,KWID,10000,Individual,Petrol,Automatic,5,448000,2,24.04,0,1,1,0,0,0,0,999,67,,,
Hyundai Creta,Hyundai,Creta,23000,Dealer,Diesel,Manual,5,1575000,2,19.67,1,0,0,0,1,0,0,1582,126.2,,,
Volkswagen Vento,Volkswagen,Vento,71000,Dealer,Diesel,Manual,5,525000,8,20.54,1,0,0,0,1,0,0,1598,103.6,,,
Maruti Ignis,Maruti,Ignis,43000,Individual,Petrol,Manual,5,420000,4,20.89,0,0,1,0,0,0,0,1197,81.8,,,
Renault KWID,Renault,KWID,26500,Dealer,Petrol,Manual,5,353000,2,23.01,1,0,1,0,0,0,0,999,67,,,
Maruti Ignis,Maruti,Ignis,22574,Dealer,Petrol,Automatic,5,565000,4,20.89,1,1,1,0,0,0,0,1197,81.8,,,
Maruti Alto,Maruti,Alto,55230,Dealer,Petrol,Manual,5,273000,9,23.95,1,0,1,0,0,0,0,998,67.05,,,
Maruti Vitara,Maruti,Vitara,62000,Dealer,Diesel,Manual,5,850000,5,24.3,1,0,0,0,1,0,0,1248,88.5,,,
Ford Ecosport,Ford,Ecosport,58000,Dealer,Petrol,Manual,5,790000,2,17,1,0,1,0,0,0,0,1497,121.31,,,
Skoda Rapid,Skoda,Rapid,95000,Dealer,Diesel,Manual,5,365000,9,21.14,1,0,0,0,1,0,0,1498,103.52,,,
Hyundai Creta,Hyundai,Creta,66000,Dealer,Diesel,Manual,5,1040000,4,19.67,1,0,0,0,1,0,0,1582,126.2,,,
Maruti Alto,Maruti,Alto,50418,Dealer,Petrol,Manual,5,280000,8,22.74,1,0,1,0,0,0,0,796,47.3,,,
Maruti Swift Dzire,Maruti,Swift Dzire,51306,Dealer,Diesel,Manual,5,650000,4,23.4,1,0,0,0,1,0,0,1248,74,,,
Ford Figo,Ford,Figo,21200,Individual,Diesel,Manual,5,500000,5,25.83,0,0,0,0,1,0,0,1498,99,,,
Maruti Vitara,Maruti,Vitara,89000,Dealer,Diesel,Manual,5,895000,3,24.3,1,0,0,0,1,0,0,1248,88.5,,,
Renault Duster,Renault,Duster,850000,Dealer,Diesel,Manual,5,850000,4,19.87,1,0,0,0,1,0,0,1461,83.8,,,
Hyundai Creta,Hyundai,Creta,52500,Individual,Diesel,Manual,5,921000,5,21.38,0,0,0,0,1,0,0,1396,88.7,,,
Mahindra XUV500,Mahindra,XUV500,50000,Individual,Diesel,Automatic,7,1170000,6,16,0,1,0,0,1,0,0,2179,140,,,
Ford Figo,Ford,Figo,67000,Dealer,Diesel,Manual,5,275000,11,20,1,0,0,0,1,0,0,1399,68,,,
Maruti Alto,Maruti,Alto,54938,Dealer,Petrol,Manual,5,300000,4,24.7,1,0,1,0,0,0,0,796,47.3,,,
Maruti Swift,Maruti,Swift,14000,Dealer,Diesel,Manual,5,739000,3,28.4,1,0,0,0,1,0,0,1248,74,,,
Hyundai Creta,Hyundai,Creta,54000,Dealer,Diesel,Automatic,5,1195000,4,17.01,1,1,0,0,1,0,0,1582,126.2,,,
Maruti Vitara,Maruti,Vitara,91062,Dealer,Diesel,Manual,5,900000,4,24.3,1,0,0,0,1,0,0,1248,88.5,,,
Mahindra Bolero,Mahindra,Bolero,72658,Dealer,Diesel,Manual,9,480000,6,15.96,1,0,0,0,1,0,0,2523,63,,,
Mahindra XUV500,Mahindra,XUV500,67067,Dealer,Diesel,Manual,7,1320000,6,16,1,0,0,0,1,0,0,1997,140,,,
Hyundai Creta,Hyundai,Creta,72248,Dealer,Diesel,Manual,5,1000000,6,19.67,1,0,0,0,1,0,0,1582,126.2,,,
Hyundai Verna,Hyundai,Verna,50000,Dealer,Diesel,Automatic,5,880000,4,22.32,1,1,0,0,1,0,0,1582,126.32,,,
Maruti Swift Dzire,Maruti,Swift Dzire,16500,Individual,Petrol,Manual,5,600000,6,20.85,0,0,1,0,0,0,0,1197,83.14,,,
Honda Jazz,Honda,Jazz,40876,Dealer,Petrol,Manual,5,490000,6,16.6,1,0,1,0,0,0,0,1199,88.51,,,
Mahindra KUV,Mahindra,KUV,70000,Individual,Diesel,Manual,6,350000,5,25.32,0,0,0,0,1,0,0,1198,77,,,
BMW X5,BMW,X5,39000,Dealer,Diesel,Automatic,5,3995000,7,15.3,1,1,0,0,1,0,0,2993,258,,,
Ford Figo,Ford,Figo,93000,Dealer,Diesel,Manual,5,265000,11,20,1,0,0,0,1,0,0,1399,68,,,
Maruti Swift Dzire,Maruti,Swift Dzire,50000,Individual,Diesel,Manual,5,700000,4,28.4,0,0,0,0,1,0,0,1248,74.02,,,
Tata Hexa,Tata,Hexa,15000,Individual,Diesel,Manual,7,1425000,2,17.6,0,0,0,0,1,0,0,2179,153.86,,,
Hyundai i20,Hyundai,i20,105000,Individual,Petrol,Manual,5,290000,8,18.5,0,0,1,0,0,0,0,1197,82.85,,,
Mahindra KUV,Mahindra,KUV,64000,Individual,Diesel,Manual,6,390000,4,25.32,0,0,0,0,1,0,0,1198,77,,,
Ford Freestyle,Ford,Freestyle,8600,Individual,Petrol,Manual,5,780000,2,19,0,0,1,0,0,0,0,1194,94.68,,,
Maruti Wagon R,Maruti,Wagon R,11999,Dealer,Petrol,Manual,5,436000,5,20.51,1,0,1,0,0,0,0,998,67.04,,,
Hyundai i20,Hyundai,i20,47000,Dealer,Petrol,Manual,5,475000,8,17,1,0,1,0,0,0,0,1197,80,,,
Hyundai Grand,Hyundai,Grand,15000,Dealer,Petrol,Automatic,5,645000,3,18.9,1,1,1,0,0,0,0,1197,81.86,,,
Renault KWID,Renault,KWID,110000,Individual,Petrol,Manual,5,200000,4,23.01,0,0,1,0,0,0,0,999,67,,,
Renault Duster,Renault,Duster,85000,Dealer,Diesel,Manual,5,540000,7,19.6,1,0,0,0,1,0,0,1461,108.45,,,
Mahindra Bolero,Mahindra,Bolero,361446,Individual,Diesel,Manual,7,330000,10,13.6,0,0,0,0,1,0,0,2523,63,,,
Maruti Wagon R,Maruti,Wagon R,18000,Dealer,Petrol,Manual,5,450000,7,18.9,1,0,1,0,0,0,0,998,67.1,,,
Tata Nexon,Tata,Nexon,14000,Individual,Diesel,Manual,5,875000,3,21.5,0,0,0,0,1,0,0,1497,108.5,,,
Renault KWID,Renault,KWID,35914,Dealer,Petrol,Manual,5,380000,4,23.01,1,0,1,0,0,0,0,999,67,,,
Maruti Swift Dzire,Maruti,Swift Dzire,18000,Dealer,Petrol,Manual,5,650000,3,20.85,1,0,1,0,0,0,0,1197,83.14,,,
Audi A4,Audi,A4,52100,Dealer,Diesel,Automatic,5,1650000,7,16.55,1,1,0,0,1,0,0,1968,140,,,
Hyundai Verna,Hyundai,Verna,70000,Individual,Petrol,Automatic,5,550000,8,17.1,0,1,1,0,0,0,0,1591,121.4,,,
Hyundai i10,Hyundai,i10,50000,Individual,Petrol,Manual,5,190000,10,20.36,0,0,1,0,0,0,0,1197,78.9,,,
Maruti Wagon R,Maruti,Wagon R,60000,Individual,Petrol,Automatic,5,300000,6,20.51,0,1,1,0,0,0,0,998,67,,,
Maruti Swift Dzire,Maruti,Swift Dzire,75137,Dealer,Diesel,Manual,5,475000,6,26.59,1,0,0,0,1,0,0,1248,74,,,
Ford Figo,Ford,Figo,32700,Individual,Petrol,Manual,5,600000,4,18.16,0,0,1,0,0,0,0,1196,86.8,,,
Hyundai Verna,Hyundai,Verna,35000,Individual,Petrol,Automatic,5,950000,3,17,0,1,1,0,0,0,0,1591,121.3,,,
Maruti Swift Dzire,Maruti,Swift Dzire,29000,Individual,Diesel,Manual,5,720000,3,28.4,0,0,0,0,1,0,0,1248,74.02,,,
Hyundai i20,Hyundai,i20,50000,Individual,Diesel,Manual,5,750000,3,22.54,0,0,0,0,1,0,0,1396,88.73,,,
Hyundai Santro,Hyundai,Santro,150624,Dealer,LPG,Manual,5,270000,8,13.45,1,0,0,0,0,0,1,1086,62.1,,,
Toyota Innova,Toyota,Innova,110000,Dealer,Diesel,Manual,7,1285000,6,12.99,1,0,0,0,1,0,0,2494,100.6,,,
Maruti Alto,Maruti,Alto,35000,Dealer,Petrol,Manual,5,250000,7,22.74,1,0,1,0,0,0,0,796,47.3,,,
Hyundai i20,Hyundai,i20,63786,Dealer,Diesel,Manual,5,510000,8,21.9,1,0,0,0,1,0,0,1396,88.76,,,
Skoda Superb,Skoda,Superb,100000,Individual,Petrol,Manual,5,500000,9,13.14,0,0,1,0,0,0,0,1798,157.8,,,
Audi A6,Audi,A6,67000,Dealer,Diesel,Automatic,5,2650000,6,17.68,1,1,0,0,1,0,0,1968,174.33,,,
Honda City,Honda,City,48000,Dealer,Petrol,Manual,5,500000,11,17,1,0,1,0,0,0,0,1497,118,,,
Hyundai Santro,Hyundai,Santro,10290,Dealer,Petrol,Automatic,5,470000,2,20.3,1,1,1,0,0,0,0,1086,68,,,
Hyundai i10,Hyundai,i10,97000,Dealer,Petrol,Manual,5,245000,14,20.36,1,0,1,0,0,0,0,1197,78.9,,,
Maruti Swift Dzire,Maruti,Swift Dzire,110000,Individual,Diesel,Manual,5,550000,4,23.4,0,0,0,0,1,0,0,1248,74,,,
Audi A6,Audi,A6,49000,Dealer,Diesel,Automatic,5,2200000,7,17.68,1,1,0,0,1,0,0,1968,174.33,,,
Hyundai i20,Hyundai,i20,85000,Dealer,Diesel,Manual,5,610000,6,22.54,1,0,0,0,1,0,0,1396,88.73,,,
Datsun GO,Datsun,GO,8000,Individual,Petrol,Manual,7,600000,3,19.83,0,0,1,0,0,0,0,1198,67,,,
Maruti Swift,Maruti,Swift,65100,Dealer,Diesel,Manual,5,520000,6,25.2,1,0,0,0,1,0,0,1248,74,,,
Renault KWID,Renault,KWID,9000,Dealer,Petrol,Automatic,5,445000,3,23.01,1,1,1,0,0,0,0,999,67,,,
BMW 3,BMW,3,85875,Dealer,Diesel,Automatic,5,1600000,7,13.2,1,1,0,0,1,0,0,1995,170,,,
Hyundai i10,Hyundai,i10,78000,Dealer,Petrol,Manual,5,230000,11,20.36,1,0,1,0,0,0,0,1197,78.9,,,
Maruti Ciaz,Maruti,Ciaz,45498,Dealer,Diesel,Manual,5,685000,7,26.21,1,0,0,0,1,0,0,1248,88.5,,,
Maruti Vitara,Maruti,Vitara,58511,Dealer,Diesel,Manual,5,950000,3,24.3,1,0,0,0,1,0,0,1248,88.5,,,
Maruti Wagon R,Maruti,Wagon R,8973,Dealer,Petrol,Manual,5,500000,3,20.51,1,0,1,0,0,0,0,998,67.04,,,
Ford Ecosport,Ford,Ecosport,102719,Dealer,Diesel,Manual,5,625000,7,22.7,1,0,0,0,1,0,0,1498,89.84,,,
Toyota Fortuner,Toyota,Fortuner,120000,Individual,Diesel,Manual,7,1800000,5,12.55,0,0,0,0,1,0,0,2982,168.5,,,
BMW 7,BMW,7,24000,Dealer,Diesel,Automatic,5,5400000,6,14.49,1,1,0,0,1,0,0,2993,258,,,
Toyota Innova,Toyota,Innova,216000,Dealer,Diesel,Manual,8,475000,13,12.99,1,0,0,0,1,0,0,2494,100,,,
Hyundai Venue,Hyundai,Venue,25000,Individual,Diesel,Manual,5,1100000,2,23.7,0,0,0,0,1,0,0,1493,98.6,,,
Hyundai i10,Hyundai,i10,64684,Dealer,Petrol,Manual,5,275000,13,20.36,1,0,1,0,0,0,0,1197,78.9,,,
Hyundai Verna,Hyundai,Verna,88126,Dealer,Diesel,Manual,5,295000,11,16.8,1,0,0,0,1,0,0,1493,110,,,
Volkswagen Polo,Volkswagen,Polo,43000,Dealer,Petrol,Manual,5,525000,7,16.47,1,0,1,0,0,0,0,1198,73.9,,,
Honda City,Honda,City,4386,Dealer,Petrol,Manual,5,1250000,1,17.4,1,0,1,0,0,0,0,1497,117.6,,,
Honda Jazz,Honda,Jazz,10597,Dealer,Petrol,Manual,5,815000,2,18.7,1,0,1,0,0,0,0,1199,88.7,,,
Toyota Innova,Toyota,Innova,119458,Dealer,Diesel,Manual,7,800000,10,12.8,1,0,0,0,1,0,0,2494,102,,,
Hyundai Venue,Hyundai,Venue,14000,Dealer,Petrol,Automatic,5,1060000,2,18.15,1,1,1,0,0,0,0,998,118.35,,,
Hyundai i20,Hyundai,i20,38000,Dealer,Petrol,Manual,5,485000,8,20.35,1,0,1,0,0,0,0,1197,81.86,,,
Volkswagen Polo,Volkswagen,Polo,73000,Dealer,Diesel,Manual,5,420000,8,22.07,1,0,0,0,1,0,0,1199,73.9,,,
Maruti Swift,Maruti,Swift,99008,Dealer,Diesel,Manual,5,350000,10,22.9,1,0,0,0,1,0,0,1248,74,,,
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,84000,Dealer,Diesel,Automatic,5,1899000,11,13.5,1,1,0,0,1,0,0,2987,282,,,
Hyundai i10,Hyundai,i10,45000,Dealer,Petrol,Automatic,5,375000,10,19.2,1,1,1,0,0,0,0,1197,80,,,
Hyundai Verna,Hyundai,Verna,40667,Dealer,Diesel,Manual,5,845000,4,25,1,0,0,0,1,0,0,1493,113.42,,,
Mahindra XUV500,Mahindra,XUV500,90000,Individual,Diesel,Manual,7,850000,8,15.1,0,0,0,0,1,0,0,2179,140,,,
Hyundai Grand,Hyundai,Grand,21585,Dealer,Petrol,Automatic,5,535000,3,18.9,1,1,1,0,0,0,0,1197,81.86,,,
Honda WR-V,Honda,WR-V,25000,Dealer,Diesel,Manual,5,600000,3,25.5,1,0,0,0,1,0,0,1498,98.6,,,
Honda City,Honda,City,80400,Dealer,Petrol,Automatic,5,550000,8,16.8,1,1,1,0,0,0,0,1497,116.4,,,
Honda Amaze,Honda,Amaze,69000,Dealer,Diesel,Manual,5,460000,6,24.7,1,0,0,0,1,0,0,1498,98.63,,,
Maruti Swift,Maruti,Swift,101000,Dealer,Diesel,Manual,5,565000,6,28.4,1,0,0,0,1,0,0,1248,74,,,
Toyota Innova,Toyota,Innova,70000,Individual,Diesel,Manual,7,550000,10,12.8,0,0,0,0,1,0,0,2494,102,,,
Hyundai Grand,Hyundai,Grand,20000,Individual,Petrol,Manual,5,625000,3,18.9,0,0,1,0,0,0,0,1197,81.86,,,
Hyundai i20,Hyundai,i20,70000,Dealer,Diesel,Manual,5,445000,8,21.9,1,0,0,0,1,0,0,1396,88.76,,,
Maruti Baleno,Maruti,Baleno,76000,Dealer,Diesel,Manual,5,650000,5,27.39,1,0,0,0,1,0,0,1248,74,,,
Volkswagen Vento,Volkswagen,Vento,70763,Dealer,Diesel,Automatic,5,1075000,4,22.15,1,1,0,0,1,0,0,1498,108.6,,,
Maruti Swift,Maruti,Swift,60000,Dealer,Diesel,Manual,5,395000,9,17.8,1,0,0,0,1,0,0,1248,75,,,
Hyundai i20,Hyundai,i20,65922,Dealer,Petrol,Manual,5,530000,6,18.6,1,0,1,0,0,0,0,1197,81.83,,,
BMW 3,BMW,3,63500,Dealer,Diesel,Automatic,4,1150000,10,16.07,1,1,0,0,1,0,0,1995,181,,,
Ford Freestyle,Ford,Freestyle,5600,Dealer,Petrol,Manual,5,740000,2,19,1,0,1,0,0,0,0,1194,94.68,,,
Skoda Rapid,Skoda,Rapid,93000,Dealer,Petrol,Manual,5,350000,9,15,1,0,1,0,0,0,0,1598,103.52,,,
Mahindra Bolero,Mahindra,Bolero,90000,Individual,Diesel,Manual,7,150000,18,13.6,0,0,0,0,1,0,0,2523,63,,,
Hyundai Creta,Hyundai,Creta,62000,Dealer,Diesel,Automatic,5,1275000,5,17.01,1,1,0,0,1,0,0,1582,126.2,,,
Toyota Innova,Toyota,Innova,185000,Dealer,Diesel,Manual,8,780000,10,12.8,1,0,0,0,1,0,0,2494,102,,,
Maruti Eeco,Maruti,Eeco,55000,Dealer,Petrol,Manual,5,355000,5,15.37,1,0,1,0,0,0,0,1196,73,,,
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,72279,Dealer,Diesel,Automatic,5,2150000,7,14.21,1,1,0,0,1,0,0,2143,203,,,
Datsun RediGO,Datsun,RediGO,40000,Individual,Petrol,Manual,5,350000,3,22.5,0,0,1,0,0,0,0,999,67,,,
Hyundai i20,Hyundai,i20,20600,Individual,Petrol,Manual,5,585000,3,18.6,0,0,1,0,0,0,0,1197,81.83,,,
Hyundai i20,Hyundai,i20,24000,Dealer,Petrol,Manual,5,725000,4,18.6,1,0,1,0,0,0,0,1197,81.83,,,
Honda City,Honda,City,31000,Dealer,Petrol,Manual,5,180000,15,17.7,1,0,1,0,0,0,0,1497,78,,,
Ford Ecosport,Ford,Ecosport,73389,Dealer,Diesel,Manual,5,690000,6,22.7,1,0,0,0,1,0,0,1498,89.84,,,
Honda City,Honda,City,50000,Individual,Diesel,Manual,5,850000,5,26,0,0,0,0,1,0,0,1498,98.6,,,
Maruti Swift,Maruti,Swift,74100,Dealer,Diesel,Manual,5,451000,7,25.2,1,0,0,0,1,0,0,1248,74,,,
Tata Tiago,Tata,Tiago,5000,Individual,Petrol,Automatic,5,590000,2,23.84,0,1,1,0,0,0,0,1199,83.83,,,
Maruti Swift Dzire,Maruti,Swift Dzire,80000,Individual,CNG,Manual,5,390000,6,19,0,0,0,0,0,1,0,1197,85.8,,,
Skoda Rapid,Skoda,Rapid,77000,Dealer,Diesel,Manual,5,680000,6,21.14,1,0,0,0,1,0,0,1498,103.6,,,
Maruti Alto,Maruti,Alto,49650,Dealer,Petrol,Manual,5,210000,11,19.7,1,0,1,0,0,0,0,796,46.3,,,
Honda City,Honda,City,37000,Dealer,Petrol,Manual,5,950000,4,17.8,1,0,1,0,0,0,0,1497,117.3,,,
Mahindra XUV500,Mahindra,XUV500,46241,Trustmark Dealer,Diesel,Manual,7,1575000,2,16,0,0,0,0,1,0,0,2179,138,,,
Skoda Superb,Skoda,Superb,83300,Dealer,Diesel,Automatic,5,1250000,7,17.2,1,1,0,0,1,0,0,1968,138.03,,,
Hyundai Creta,Hyundai,Creta,88000,Dealer,Diesel,Automatic,5,1245000,5,17.01,1,1,0,0,1,0,0,1582,126.2,,,
Hyundai i10,Hyundai,i10,78000,Dealer,Petrol,Automatic,5,365000,10,16.95,1,1,1,0,0,0,0,1197,78.9,,,
Maruti Alto,Maruti,Alto,52000,Individual,Petrol,Manual,5,225000,5,22.74,0,0,1,0,0,0,0,796,47.3,,,
Maruti Swift Dzire,Maruti,Swift Dzire,62000,Dealer,Petrol,Manual,5,595000,6,20.85,1,0,1,0,0,0,0,1197,83.14,,,
Hyundai Grand,Hyundai,Grand,31000,Dealer,Petrol,Manual,5,450000,7,18.9,1,0,1,0,0,0,0,1197,82,,,
Hyundai Grand,Hyundai,Grand,28000,Dealer,Petrol,Manual,5,511000,4,18.9,1,0,1,0,0,0,0,1197,82,,,
Maruti Alto,Maruti,Alto,15000,Individual,Petrol,Manual,5,310000,3,24.7,0,0,1,0,0,0,0,796,47.3,,,
Maruti Alto,Maruti,Alto,70000,Individual,Petrol,Manual,5,250000,5,22.74,0,0,1,0,0,0,0,796,47.3,,,
Hyundai i10,Hyundai,i10,120000,Individual,Petrol,Manual,5,330000,8,20.36,0,0,1,0,0,0,0,1197,78.9,,,
Renault Duster,Renault,Duster,75100,Dealer,Diesel,Automatic,5,730000,5,19.6,1,1,0,0,1,0,0,1461,108.45,,,
Volkswagen Polo,Volkswagen,Polo,47000,Dealer,Petrol,Automatic,5,700000,4,17.21,1,1,1,0,0,0,0,1197,103.5,,,
Ford Figo,Ford,Figo,64857,Dealer,Diesel,Manual,5,155000,11,20,1,0,0,0,1,0,0,1399,68,,,
Ford Aspire,Ford,Aspire,40000,Individual,Petrol,Manual,5,500000,5,18.16,0,0,1,0,0,0,0,1196,86.8,,,
Hyundai i10,Hyundai,i10,59740,Dealer,Petrol,Manual,5,230000,12,20.36,1,0,1,0,0,0,0,1197,78.9,,,
Toyota Innova,Toyota,Innova,135000,Dealer,Diesel,Automatic,8,1800000,3,11.36,1,1,0,0,1,0,0,2755,171.5,,,
Volkswagen Polo,Volkswagen,Polo,75815,Dealer,Diesel,Manual,5,590000,5,20.14,1,0,0,0,1,0,0,1498,88.5,,,
Maruti Swift,Maruti,Swift,72000,Dealer,Diesel,Manual,5,360000,9,28.4,1,0,0,0,1,0,0,1248,74,,,
Tata Nexon,Tata,Nexon,90000,Individual,Diesel,Manual,5,850000,3,21.5,0,0,0,0,1,0,0,1497,108.5,,,
Hyundai Verna,Hyundai,Verna,40000,Individual,Diesel,Manual,5,975000,3,22,0,0,0,0,1,0,0,1582,126.2,,,
Maruti Celerio,Maruti,Celerio,19010,Dealer,Petrol,Manual,5,431000,6,23.1,1,0,1,0,0,0,0,998,67.04,,,
Mahindra XUV500,Mahindra,XUV500,100000,Individual,Diesel,Manual,7,700000,8,15.1,0,0,0,0,1,0,0,2179,140,,,
Hyundai Grand,Hyundai,Grand,31834,Dealer,Diesel,Manual,5,598000,3,24,1,0,0,0,1,0,0,1186,73.97,,,
Maruti Celerio,Maruti,Celerio,32388,Dealer,Petrol,Automatic,5,470000,4,21.63,1,1,1,0,0,0,0,998,67.04,,,
Renault KWID,Renault,KWID,50000,Individual,Petrol,Manual,5,252000,5,25.17,0,0,1,0,0,0,0,799,53.3,,,
Hyundai Verna,Hyundai,Verna,110000,Individual,Diesel,Manual,5,230000,13,18.1,0,0,0,0,1,0,0,1493,110,,,
Kia Seltos,Kia,Seltos,5400,Dealer,Petrol,Automatic,5,1790000,2,16.8,1,1,1,0,0,0,0,1353,138,,,
Ford Figo,Ford,Figo,120000,Individual,Diesel,Manual,5,250000,8,20,0,0,0,0,1,0,0,1399,68.1,,,
Maruti Vitara,Maruti,Vitara,110000,Individual,Diesel,Manual,5,800000,5,24.3,0,0,0,0,1,0,0,1248,88.5,,,
Mahindra KUV100,Mahindra,KUV100,15000,Dealer,Diesel,Manual,5,570000,4,25.32,1,0,0,0,1,0,0,1198,77,,,
Hyundai i20,Hyundai,i20,75000,Dealer,Diesel,Manual,5,520000,6,23,1,0,0,0,1,0,0,1396,90,,,
Datsun RediGO,Datsun,RediGO,1001,Dealer,Petrol,Automatic,5,425000,1,23,1,1,1,0,0,0,0,999,67,,,
